PlayerName,CourseName,LayoutName,Date,Total,+/-,Hole1,Hole2,Hole3,Hole4,Hole5,Hole6,Hole7,Hole8,Hole9,Hole10,Hole11,Hole12,Hole13,Hole14,Hole15,Hole16,Hole17,Hole18,Hole19
Par,Wolf Hill,Normal Course,2021-07-10 08:54,55,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3
Dima,Wolf Hill,Normal Course,2021-07-10 08:54,62,7,4,4,3,3,5,3,4,3,4,4,4,3,3,3,2,4,3,3
Timur ,Wolf Hill,Normal Course,2021-07-10 08:54,56,1,3,3,3,3,3,3,3,4,4,3,3,3,2,3,2,5,3,3
Paul S,Wolf Hill,Normal Course,2021-07-10 08:54,58,3,3,3,3,3,3,4,3,3,4,3,4,3,3,2,3,5,3,3
Michael G,Wolf Hill,Normal Course,2021-07-10 08:54,76,21,6,5,4,4,4,3,4,4,4,5,6,4,3,4,3,6,3,4
Serg,Wolf Hill,Normal Course,2021-07-10 08:54,72,17,6,3,4,5,3,5,4,5,3,6,4,5,2,2,3,5,3,4
