PlayerName,CourseName,LayoutName,Date,Total,+/-,Hole1,Hole2,Hole3,Hole4,Hole5,Hole6,Hole7,Hole8,Hole9,Hole10,Hole11,Hole12,Hole13,Hole14,Hole15,Hole16,Hole17,Hole18,Hole19
Par,Thompson Park,Blue Tees,2021-06-12 18:57,64,,3,4,4,3,3,4,4,4,3,3,5,3,4,3,4,3,3,4
Dima,Thompson Park,Blue Tees,2021-06-12 18:57,69,5,2,4,5,4,3,5,4,4,5,2,5,4,4,4,4,3,3,4
Timur ,Thompson Park,Blue Tees,2021-06-12 18:57,69,5,2,4,5,4,3,5,5,4,3,3,6,3,5,4,4,2,3,4
