PlayerName,CourseName,LayoutName,Date,Total,+/-,Hole1,Hole2,Hole3,Hole4,Hole5,Hole6,Hole7,Hole8,Hole9,Hole10,Hole11,Hole12,Hole13,Hole14,Hole15,Hole16,Hole17,Hole18,Hole19
Par,Doc Cramer,Main,2021-06-05 11:10,60,,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,5,4,4
Dima,Doc Cramer,Main,2021-06-05 11:10,65,5,3,3,4,3,4,3,3,5,3,4,3,4,3,4,2,6,4,4
Timur ,Doc Cramer,Main,2021-06-05 11:10,61,1,3,3,3,3,4,3,4,5,3,4,3,3,3,3,2,6,3,3
