PlayerName,CourseName,LayoutName,Date,Total,+/-,Hole1,Hole2,Hole3,Hole4,Hole5,Hole6,Hole7,Hole8,Hole9,Hole10,Hole11,Hole12,Hole13,Hole14,Hole15,Hole16,Hole17,Hole18,Hole19
Par,Socastee Park,Main,2021-06-29 16:45,63,,3,3,3,4,3,3,4,3,3,3,3,3,5,4,3,5,3,5
Dima,Socastee Park,Main,2021-06-29 16:45,66,3,3,2,3,5,2,4,5,3,3,2,4,3,5,4,3,5,4,6
Timur ,Socastee Park,Main,2021-06-29 16:45,65,2,3,3,4,4,4,3,5,3,3,3,3,3,5,4,3,4,3,5
